"","clues","answers"
"1","Word repeated in an ""Animal House"" chant ","TOGA"
"2","Language suffix ","ISH"
"3","Sudden outburst ","SPASM"
"4","Took possession of, as a house ","MOVEDINTO"
"5","Lash of ""Law of the Lash"" ","LARUE"
"6","They may get whipped in the kitchen ","OMELETTES"
"7","Poetic contraction ","OER"
"8","Sugar pine? ","SWEETTOOTH"
"9","Acted the Boy Scout ","DIDAGOODDEED"
"10","Word from a pen ","OINK"
"11","Impudent boy ","WHELP"
"12","Cashmere, e.g. ","WOOL"
"13","Sgt. or cpl. ","NCO"
"14","""Bonanza"" brother ","HOSS"
"15","TV Guide listings ","SHOWS"
"16","Unaccounted-for radar blips ","UFOS"
"17","Piece of kabuki costumery ","OBI"
"18","Jazzman Al ","COHN"
"19","Twists ","SKEWS"
"20","Deep-dish entrees ","POTPIES"
"21","Impolite shout ","JEER"
"22","Never ","ONNOOCCASION"
"23","One who keeps track of ins and outs ","BOOKKEEPER"
"24","Prefix with meter ","ODO"
"25","Actress MacDowell ","ANDIE"
"26","Côte d'Or estates ","VINEYARDS"
"27","Less congenial ","ICIER"
"28","John of the Who ","ENTWISTLE"
"29","Sly glances ","LEERS"
"30","In medias ___ ","RES"
"31","Sneaky maneuver ","PLOY"
"32","Oscar winner Marisa ","TOMEI"
"33","Tries a bit too hard ","OVERDOESIT"
"34","Toothpaste type ","GEL"
"35","Summer drink ","ADE"
"36","Halved ","INTWO"
"37","Knight's need ","STEED"
"38","Rinsed, as a car ","HOSEDDOWN"
"39","Scheduled ","SLATED"
"40","Building with stacked roofs ","PAGODA"
"41","European river known for disastrous floods ","ARNO"
"42","Fat used in candlemaking ","SUET"
"43","Sieve's bottom ","MESH"
"44","What some rings measure ","MOOD"
"45","Reassuring phrase ","ITSOK"
"46","Dabbling ducks ","TEALS"
"47","Distresses ","AILS"
"48","Econ. measure ","GNP"
"49","Not as good as ","INFERIORTO"
"50","Barge, e.g. ","SCOW"
"51","Tree-hugger? ","MOSS"
"52","Loud punch ","WHOP"
"53","Penniless traveler ","HOBO"
"54","Legalistic pronoun ","WHOSOEVER"
"55","""Isn't that nice!"" ","OOH"
"56","Public spat ","SCENE"
"57","Instruments that are strummed ","UKES"
"58","Word before dog or legs ","SEA"
"59","Less speedy ","POKIER"
"60","Comic book artists ","INKERS"
"61","Clothing company with a noted catalogue ","JCREW"
"62","Offer one's thoughts ","OPINE"
"63","Store coupon units ","CENTS"
"64","Contrary to expectation ","ODDLY"
"65","Pliers part ","NOSE"
"66","Keep a leaky boat afloat ","BAIL"
"67","In the old days ","ONCE"
"68","Dog drawn by Jim Davis ","ODIE"
"69","Little bark ","YIP"
"70","Communication for the deaf: Abbr. ","ASL"
