"","clues","answers"
"1","City square ","PLAZA"
"2","Thing on a cowboy's boot ","SPUR"
"3","Arrow-shooting Greek god ","EROS"
"4","Overhauled ","REDID"
"5","Man, in Roma ","UOMO"
"6","""See for yourself!"" ","LOOK"
"7","Almost round ","OVATE"
"8","___ platter (order at a Polynesian restaurant) ","PUPU"
"9","Word before Susan or Sunday ","LAZY"
"10","Help for newbies ","BEGINNERSGUIDE"
"11","Prior to, in verse ","ERE"
"12","Swiss river to the Rhine ","AAR"
"13","Med. care options ","HMOS"
"14","There's no such thing as this, according to a saying ","DUMBQUESTION"
"15","Evening event ","SOIREE"
"16","Kiev's land: Abbr. ","UKR"
"17","___ tube ","INNER"
"18","Sandra of ""Gidget"" ","DEE"
"19","Craft with a paddle ","CANOE"
"20","Columbo and others: Abbr. ","LTS"
"21","""Ta-ta"" ","BYE"
"22","Graduation cap attachment ","TASSEL"
"23","Really strong ","TOUGHASNAILS"
"24","Sound heard before an MGM film ","ROAR"
"25","Weekend NBC staple, for short ","SNL"
"26","Be a thespian ","ACT"
"27","First woman to sit in the British House of Commons ","LADYNANCYASTOR"
"28","Six-sided solid ","CUBE"
"29","Home of Lima and Toledo ","OHIO"
"30","Not straight, as a street ","CURVY"
"31","The Bruins of the N.C.A.A. ","UCLA"
"32","The Who's ""___ Get Fooled Again"" ","WONT"
"33","Parisian girlfriends ","AMIES"
"34","Barely made, with ""out"" ","EKED"
"35","Caustic alkalis ","LYES"
"36","""I came, I saw, I conquered,"" e.g. ","BOAST"
"37","Government investigation ","PROBE"
"38","Prying bar, e.g. ","LEVER"
"39","""Honesty is the best policy,"" e.g. ","ADAGE"
"40","Large-tubed pasta ","ZITI"
"41","Former German chancellor Konrad ","ADENAUER"
"42","A-one ","SUPERB"
"43","Rain cats and dogs ","POUR"
"44","Officials on a diamond ","UMPS"
"45","Not as gentle ","ROUGHER"
"46","Broadway's ""Billy ___"" ","ELLIOT"
"47","Stop, Yield or No U Turn ","ROADSIGNS"
"48","Move like molasses ","OOZE"
"49","Wild blue yonder ","SKY"
"50","Identify ","NAME"
"51","Verbal hesitations ","UMS"
"52","Rap's Dr. ___ ","DRE"
"53","Elizabeth I or II ","QUEEN"
"54","Hawaiian instrument, for short ","UKE"
"55","Oklahoma tribe ","OTOE"
"56","Christmas song ","NOEL"
"57","River deposit ","SILT"
"58","Latch ___ ","ONTO"
"59","Like a car or home, to State Farm ","INSURABLE"
"60","Prefix with functional ","DYS"
"61","Arrange for transport to the airport, perhaps ","CALLACAB"
"62","Donkey ","ASS"
"63","Nocturnal rodent hunter on a farm ","BARNOWL"
"64","Wee ","TINY"
"65","Stop working, as a car battery ","GODEAD"
"66","Farm bale ","HAY"
"67","Broad ties ","ASCOTS"
"68","Heart chambers ","ATRIA"
"69","Quiet places along a shore ","COVES"
"70","Meeting for Romeo and Juliet ","TRYST"
"71","Chips ___! ","AHOY"
"72","Number of ""lives"" a cat has ","NINE"
"73","Kind of wrestling ","SUMO"
"74","Pool ball striker ","CUE"
