"","clues","answers"
"1","Mel who co-wrote ""The Christmas Song"" ","TORME"
"2","Quite cordial ","WARM"
"3","Envelope part ","FLAP"
"4","YSL perfume named for a drug ","OPIUM"
"5","Popular frozen drink ","ICEE"
"6","""Damn Yankees"" seductress ","LOLA"
"7","___ testing (part of the beta stage) ","USER"
"8","Ants' home ","NEST"
"9","""Yeah, that makes sense"" ","IGETIT"
"10","Chopper ","AXE"
"11","Possibilities ","IFS"
"12","___ Paul, Emmy winner for ""Breaking Bad"" ","AARON"
"13","OMG, like, the greatest pal ","BFF"
"14","Really get to ","PEEVE"
"15","""The ___ should always stand ajar"": Dickinson ","SOUL"
"16","Off Broadway awards ","OBIES"
"17","Made an appeal ","PLED"
"18","Comedian Kovacs with a star on the Hollywood Walk of Fame ","ERNIE"
"19","How many try to capture Bigfoot ","ONCAMERA"
"20","Cardinal's cap letters ","STL"
"21","Platform in which you might see the prompt C:\> ","MSDOS"
"22","Exhortation after saying grace ","EAT"
"23","P ","RHO"
"24","Medical solution ","SALINE"
"25","Pro-war sort ","HAWK"
"26","""Please excuse my dear ___ Sally"" (math mnemonic) ","AUNT"
"27","Rare sight on a steppe ","TREE"
"28","Clothing fastener ","SNAP"
"29","Popular tattoo spot ","ANKLE"
"30","River crossed by Orpheus ","STYX"
"31","Slow Churned ice cream brand ","EDYS"
"32","Fish related to the stingray ","SKATE"
"33","Hamlet's relative ","TOWN"
"34","Barbecue order ","RIBS"
"35","Prefix with cultural ","MULTI"
"36","Genre of Dashboard Confessional ","EMO"
"37","Proactiv treats it ","ACNE"
"38","Airport pickup ","RENTAL"
"39","In the center ","MEDIAL"
"40","Annual vaccine target ","FLU"
"41","Where Venice is ","LOSANGELES"
"42","Mike Doonesbury's daughter in ""Doonesbury"" ","ALEX"
"43","Cut back ","PARE"
"44","Not tricked by ","WISETO"
"45","Word after guilt or field ","TRIP"
"46","Prez who married his fifth cousin once removed ","FDR"
"47","Time for a latish lunch ","ONEPM"
"48","Stationed ","BASED"
"49","Plants ","FLORA"
"50","Change out of an old pair of pants? ","FOUNDMONEY"
"51","Civil War soldier ","REB"
"52","Stars with a belt ","ORION"
"53","Turn inside out ","EVERT"
"54","Inventor Howe ","ELIAS"
"55","E.S.L. component: Abbr. ","ENG"
"56","Show in a theater ","SCREEN"
"57","Puts the kibosh on ","ENDS"
"58","Letters between names ","AKA"
"59","Like beard hair, texturewise ","COARSE"
"60","Common setting for ""Survivor"" ","ISLAND"
"61","Use one's noodle ","THINK"
"62","""Consarn it!"" ","RATS"
"63","Damaged ","HURT"
"64","""Well!"" ","ISAY"
"65","Itty-bitty bites ","NIPS"
"66","""My Way"" lyricist Paul ","ANKA"
"67","Go soft, in a way ","WILT"
"68","Point of genuflection ","KNEE"
"69","Nickname for a cowboy ","TEX"
