"","clues","answers"
"1","Seat of Silver Bow County ","BUTTE"
"2","It may be pulled or pumped ","MUSCLE"
"3","Strip ","UNROBE"
"4","Bump along the way? ","ANTHILL"
"5","One striking out, maybe ","EDITOR"
"6","Took off on ","PARODIED"
"7","Catholic devotion ","NOVENA"
"8","Swimmer with a long snout ","GAR"
"9","Shaman's doctrine ","ANIMISM"
"10","Enumerate ","SPECIFY"
"11","Right of passage ","EASEMENT"
"12","Russian mint product ","RUBLE"
"13","Soft, twilled silk ","SURAH"
"14","Less likely to make mistakes ","ABLER"
"15","Supermodel Veronica ","WEBB"
"16","Two for the record ","SIDES"
"17","Three in a match, maybe ","SETS"
"18","Caseharden ","INURE"
"19","Portion for the plate ","TITHE"
"20","Advice to a type-A person ","RELAX"
"21","Like some old film sleuths ","ORIENTAL"
"22","Transistor electrode ","EMITTER"
"23","Nitpicky person ","CAVILER"
"24","Net supporter ","RIM"
"25","Pelvic bones ","ILIA"
"26","Get rid of the holes in, maybe ","REPAVE"
"27","Feudal lord ","SEIGNIOR"
"28","Main order ","ENTREE"
"29","Private retreat ","SANCTUM"
"30","Sure to fail ","DOOMED"
"31","Pie preceder ","CUTESY"
"32","Unpleasant ","MESSY"
"33","___ Park, Calif. ","BUENA"
"34","Foiled ","UNDONE"
"35","Material for many a game show ","TRIVIA"
"36","Figures on poles ","TOTEMS"
"37","Sources of wood for cabinetwork ","EBONIES"
"38","They have scales and keys ","MAPS"
"39","Like an eyesore ","UNAESTHETIC"
"40","Flog, in a way ","STRAP"
"41","Case for a veterinarian ","CHOLERA"
"42","Top ","LID"
"43","Fit to be picked ","ELIGIBLE"
"44","""Institutio principis Christiani"" writer ","ERASMUS"
"45","Circular ","LEAFLET"
"46","Things that tumble ","DRYERS"
"47","Praiseworthy ","MERITORIOUS"
"48","Forest litter ","CUBS"
"49","Crest's antithesis ","NADIR"
"50","Cable workers, e.g. ","WIRERS"
"51","""Wise men learn much from ___"": Aristophanes ","ENEMIES"
"52","Problem eater: Var. ","BULIMIAC"
"53","Cut ","SHEARED"
"54","Gone ","EXTINCT"
"55","Acerbate ","ENVENOM"
"56","Move with stealth ","TIPTOE"
"57","They're set for rising ","ALARMS"
"58","Bank deposits? ","LEVEES"
"59","First-class ","ELITE"
"60","Overrun with cattails ","REEDY"
"61","African with a mane ","GNU"
