"","clues","answers"
"1","Bunsen burner fuel ","GAS"
"2","Womb contents ","FETUS"
"3","Identical socks ","MATES"
"4","Dadaist Jean ","ARP"
"5","___ Sea, home of the Isle of Man ","IRISH"
"6","Unfriendly way to respond ","ICILY"
"7","Muumuu accessory ","LEI"
"8","Queen's place ","GAMEOFCHESS"
"9","""Tsk tsk"" elicitor ","SADCASE"
"10","Pushed around, as food ","POKEDAT"
"11","Listen here ","EAR"
"12","Sunburned ","RED"
"13","Queens place ","FARROCKAWAY"
"14","Fall behind ","LAG"
"15","Race assignment ","LANE"
"16","Voting second in a voice vote ","ANTI"
"17","Comstock ___ ","LODE"
"18","U.S. rocket with a name from classical myth ","ARES"
"19","""Put a lid ___!"" ","ONIT"
"20","Cushiony forest seat ","MOSS"
"21","""The African Queen"" scriptwriter ","AGEE"
"22","""Say 'ah'"" doc ","ENT"
"23","Queens place ","SHEASTADIUM"
"24","Call ___ day ","ITA"
"25","___ Plaines, Ill. ","DES"
"26","Snack bar content ","GRANOLA"
"27","Hoedown staples ","FIDDLES"
"28","Queen's place ","DECKOFCARDS"
"29","King Kong, e.g. ","APE"
"30","Bubbling on the stove ","ABOIL"
"31","Attribute ","TRAIT"
"32","Straight out of the box ","NEW"
"33","Is wide open, as a chasm ","YAWNS"
"34","""Ready, ___!"" ","SETGO"
"35","Animal house ","DEN"
"36","Molls and dolls ","GALS"
"37","Tiler's measurement ","AREA"
"38","Queen's place, in fiction ","SPIDERNEST"
"39","Pitching stats ","ERAS"
"40","What prisoners do ","TIME"
"41","""What's the ___?"" ","USE"
"42","Yellow Pages listing ","SHOP"
"43","It's a knockout ","MICKEY"
"44","Needed to be kneaded, maybe ","ACHED"
"45","Ready to go into overtime ","TIED"
"46","Lioness of book and film ","ELSA"
"47","Part of CBS: Abbr. ","SYST"
"48","""___ good time ..."" ","FORA"
"49","Give strokes ","CARESS"
"50","Inamorata, say ","FLAME"
"51","With whom Moses went to Egypt ","AARON"
"52","Semi section ","CAB"
"53","Jack ","KNAVE"
"54","Mixed up ","ATSEA"
"55","Smartens (up) ","WISES"
"56","Queens' place ","LONGISLAND"
"57","Farewell ","ADIEU"
"58","""Don't let those fellas escape!"" ","GETEM"
"59","Filthy rich ","LOADED"
"60","Select, with ""for"" ","OPT"
"61","Counter positions ","STOOLS"
"62","Not quite a majority ","HALF"
"63","Piles on ","ADDSTO"
"64","Finalize, as a cartoon ","INKIN"
"65","Aussie greeting ","GDAY"
"66","Singer McEntire ","REBA"
"67","""Don't have ___, man!"" ","ACOW"
"68","Whence the line ""It is more blessed to give than to receive"" ","ACTS"
"69","Sig Chi, e.g. ","FRAT"
"70","""Gotcha!"" ","IDIG"
"71","Sport with masks ","EPEE"
"72","Tailor-made ","SEWN"
"73","""Chances ___"" ","ARE"
