"","clues","answers"
"1","Speaker with a burr ","SCOT"
"2","Kings' arena ","ARCO"
"3","City in SW New York ","OLEAN"
"4","Current director ","FLUE"
"5","Requiring much thought ","DEEP"
"6","Coming unglued? ","LOOSE"
"7","Place for hams ","DELICOUNTER"
"8","Popular pickup ","RAM"
"9","They're shorter than periods ","EPOCHS"
"10","Certain bar operator ","ALEWIFE"
"11","Letter run ","RST"
"12","Unrepaired ","ASIS"
"13","Form differently ","REMOLD"
"14","Like some winds ","WEST"
"15","Was a bad witness ","LIEDUNDEROATH"
"16","TV control ","TINT"
"17","Kvetcher ","MOANER"
"18","Skips ","OMITS"
"19","End of many company names ","SONS"
"20","It was sacred to Isis ","ASP"
"21","Mortgage specification ","RATECAP"
"22","Part of a ""Mikado"" costume ","OBI"
"23","Gas ","IDLECHATTER"
"24","Impending ","NEAR"
"25","Shop spinner ","LATHE"
"26","His horses were Flame and Terror ","ARES"
"27","""Ode to the Confederate Dead"" poet ","TATE"
"28","Kind of strength ","INNER"
"29","It's often fixed ","GAZE"
"30","Wallet thickeners ","ONES"
"31","Really tough tasks ","BEARS"
"32","Eagle-___ ","EYED"
"33","Not so sunny ","SADDER"
"34","Heebie-jeebies ","CREEPS"
"35","Spotted animal ","OCELOT"
"36","Talk about it ","TOPIC"
"37","Project begun by the emperor Vespasian ","COLOSSEUM"
"38","First Dominican major-league manager ","ALOU"
"39","Menial ","PEON"
"40","Many a Bob Marley fan ","RASTA"
"41","Slippery as ___ ","ANEEL"
"42","Rear ","AFT"
"43","Fountain piece ","CLARINET"
"44","Kind of salad ","TUNAFISH"
"45","Part ","SEGMENT"
"46","Salad green ","CHARD"
"47","Sleep activity, for short ","REM"
"48","Trumpet sound ","WAWA"
"49","""___ expert, but ..."" ","IMNO"
"50","Bar stock ","SODAS"
"51","Follower of the news ","LENO"
"52","Heavy rainfalls ","DRENCHERS"
"53","Stew ingredient ","LIMABEAN"
"54","Set off ","INITIATE"
"55","Novel ending ","ETTE"
"56","By land ___ ","ORSEA"
"57","Osgoode Hall Law School locale ","TORONTO"
"58","Univ. requirement ","SCI"
"59","Erring ","ASTRAY"
"60","Explosion after an irritation ","SNEEZE"
"61","Analyzed ","PARSED"
"62","Forgo the script ","ADLIB"
"63","Longtime smoker ","ETNA"
"64","""A Song for the Lonely"" singer ","CHER"
"65","Matter for the courts ","RES"
