"","clues","answers"
"1","Thick rugs ","SHAGS"
"2","Like some exams and medicines ","ORAL"
"3","Pack (down) ","TAMP"
"4","No-no ","TABOO"
"5","Actress Moore of ""Ghost"" ","DEMI"
"6","Toward the back ","AREAR"
"7","Rule by a small group ","OLIGARCHY"
"8","Early addendum to the Constitution ","BILLOFRIGHTS"
"9","Radio host Glass ","IRA"
"10","Doves' home ","COTE"
"11","Stag's mate ","DOE"
"12","Crying ... or laughing hysterically ","INTEARS"
"13","""I've got it!"" ","EUREKA"
"14","Train unit ","CAR"
"15","Gutenberg invention ","LETTERPRESS"
"16","Coup d'___ ","ETAT"
"17","""Woo-hoo!"" ","YAY"
"18","NSFW stuff ","SMUT"
"19","Sauna plus massage at a spa, perhaps ","PACKAGEDEAL"
"20","""... ___ he drove out of sight ..."" ","ERE"
"21","Traveling, as a band ","ONTOUR"
"22","Slowly burn ","SMOLDER"
"23","N, E, W and S, on a compass: Abbr. ","PTS"
"24","Follower of open or pigeon ","TOED"
"25","Spartans' sch. ","MSU"
"26","Welcoming environment for everyone ","SAFESPACE"
"27","Dwelling ","ABODE"
"28","Someone sought by mil. police ","AWOL"
"29","Semihard Dutch cheese ","EDAM"
"30","What some couples do with their wedding vows ","RENEW"
"31","Outside of an orange ","PEEL"
"32","Almanacs and atlases, for short ","REFS"
"33","Tire pattern ","TREAD"
"34","Wild guess ","STAB"
"35","Mata ___ (W.W. I spy) ","HARI"
"36","Brother betrayed in the Bible ","ABEL"
"37","Heavily padded hockey player ","GOALIE"
"38","Sisterly ","SORORAL"
"39","Febreze target ","ODOR"
"40","Ancient artifact ","RELIC"
"41","""Adios, ___!"" ","AMIGO"
"42","Something waved at concerts prior to the age of cellphones ","LIGHTER"
"43","Covers with black goo ","TARS"
"44","Section of a circumference ","ARC"
"45","""I'm not impressed"" ","MEH"
"46","Equal ___ for equal work ","PAY"
"47","Avidly enjoyed ","ATEUP"
"48","Taxi charge ","FARE"
"49","Adjudged ","DEEMED"
"50","""Fine, works for me"" ","OKSURE"
"51","Occasion for an egg roll ","EASTER"
"52","Frozen summer treat ","ICEPOP"
"53","Floating on water ","NATANT"
"54","Land parcels ","TRACTS"
"55","Ocular affliction ","STYE"
"56","Little bit ","TAD"
"57","Snake ___ (dice roll) ","EYES"
"58","Boxing ruling, for short ","TKO"
"59","Dealership inventory ","AUTOS"
"60","Large-mouthed food fish ","GROUPER"
"61","Peas, to some classroom pranksters ","AMMO"
"62","Writing in script, nowadays ","LOSTART"
"63","Wood for building ","LUMBER"
"64","Give the slip ","EVADE"
"65","Java without the jolt ","DECAF"
"66","Holler ","YELL"
"67","Pearls and peridots ","GEMS"
"68","First-class ","AONE"
"69","Notion ","IDEA"
"70","Raunchy ","LEWD"
"71","What tapping a maple yields ","SAP"
"72","Dazzle ","AWE"
"73","Dr. No, to James Bond ","FOE"
