"","clues","answers"
"1","Temple activity ","WORSHIP"
"2","Tex-Mex treats ","TAMALES"
"3","Wedding gown material ","BROCADE"
"4","Distinguished ","EMINENT"
"5","Dean Martin, for one ","CROONER"
"6","Bach work ","CANTATA"
"7","Civvies ","MUFTI"
"8","___ change ","OIL"
"9","QB's stat. ","INT"
"10","Great Plains tribe ","OTO"
"11","County of St. Andrews, Scotland ","FIFE"
"12","Part of a seal ","MOTTO"
"13","Professor Lupin in Harry Potter books, e.g. ","WEREWOLF"
"14","Creator of the Bennet family ","AUSTEN"
"15","One of the four evangelists, briefly ","STMARK"
"16","Many Latin compositions ","EPITAPHS"
"17","Come up ","ARISE"
"18","Shot (off) ","SPED"
"19","Yes, in Yokohama ","HAI"
"20","Let go ","CAN"
"21","Author of a once-popular book of quotations ","MAO"
"22","Devil ","SCAMP"
"23","Blow up ","ENLARGE"
"24","Emit ","RADIATE"
"25","Smaller than small ","TEENIER"
"26","Where the buoys are? ","CHANNEL"
"27","Puts under ","SEDATES"
"28","Takes over ","ANNEXES"
"29","Fighters' org. ","WBC"
"30","Support, at a game ","ROOTFOR"
"31","Tear out ","SCOOT"
"32","Radio ___ (onetime propaganda source) ","HANOI"
"33","Footnote word ","IDEM"
"34","Locale for Che Guevara in ""The Motorcycle Diaries"" ","PERU"
"35","Computer whiz ","TECHIE"
"36","Menotti title character ","AMAHL"
"37","Harbor danger ","MINE"
"38","Architectural pier ","ANTA"
"39","Michael ___, Bush secretary of health and human services ","LEAVITT"
"40","Accord ","ENTENTE"
"41","Suffragist Elizabeth Cady ___ ","STANTON"
"42","One that's ""perky"" in the morning ","COFFEEPOT"
"43","Shorten, in a way ","MOW"
"44","Multipurpose truck ","UTE"
"45","Chess tactic that involves attacking two pieces at once ","FORK"
"46","Spot in la mer ","ILE"
"47","Half-and-half, maybe ","MUTT"
"48","Department of Labor agcy. ","OSHA"
"49","Post-Civil War Reconstruction and others ","ERAS"
"50","Pottery ","WARE"
"51","Unimaginative ","ARID"
"52","Koko who communicates through American Sign Language, e.g. ","APE"
"53","Lingerie drawer items ","SACHETS"
"54","Drill instructor's charge ","TRAINEE"
"55","Got around at a get-together ","MINGLED"
"56","Military wing ","PHALANX"
"57","Eggs Benedict ingredient ","HAM"
"58","Hardly a chug ","SIP"
"59","Football Hall-of-Famer Gale ","SAYERS"
"60","Mandlikova of tennis fame ","HANA"
"61","Judicial directive ","WRIT"
"62","Killer whale ","ORCA"
"63","Violin virtuoso Hilary ","HAHN"
"64","Golfer dubbed ""the Big Easy"" ","ELS"
