"","clues","answers"
"1","Strip ___ ","MALL"
"2","Favored by God ","BLEST"
"3","Wielding a peeler, maybe ","ONKP"
"4","Locket shape ","OVAL"
"5","Instant message sender, perhaps ","AOLER"
"6","Disney lioness ","NALA"
"7","Purse item ","COMB"
"8","Popular group dance ","HOKEYPOKEY"
"9","Like dessert wines ","SWEET"
"10","""Ich bin ___ Berliner"" ","EIN"
"11","Travelers' org. ","AAA"
"12","Plod along ","TRUDGE"
"13","Toasters do it ","CLINKGLASSES"
"14","River islet ","AIT"
"15","Farmer's letters? ","EIEIO"
"16","Salinger title girl ","ESME"
"17","Desk set item ","PERSONALIZEDPEN"
"18","Van ___, Calif. ","NUYS"
"19","Enter again ","RELOG"
"20","Neighbor of Braz. ","ARG"
"21","Four-runner? ","GRANDSLAMMER"
"22","Break into parts, as a monopoly ","BUSTUP"
"23","Hoo-ha ","ADO"
"24","Notebook maker ","IBM"
"25","Unwelcome forecast ","SLEET"
"26","Potter's potions professor ","SNAPE"
"27","One with a half-interest ","JOINTOWNER"
"28","Laundry item ","IRON"
"29","Earthen pot ","OLLA"
"30","Commercial prefix with liner ","METRO"
"31","Grant for a film? ","CARY"
"32","Lone Star State sch. ","UTEP"
"33","Rodeo critter ","BRONC"
"34","Girl or boy lead-in ","ATTA"
"35","Comfy footwear ","MOCS"
"36","Swear to ","AVOW"
"37","___ duck ","LAME"
"38","Lands' End competitor ","LLBEAN"
"39","Dickensian epithet ","BAH"
"40","Warp-and-weft machine ","LOOM"
"41","Actress Sommer ","ELKE"
"42","Glimpsed ","SEEN"
"43","Soap opera meetings ","TRYSTS"
"44","A Beatle bride ","ONO"
"45","In one's natural state ","NAKED"
"46","Movie set light: Var. ","KLEIG"
"47","Peel ","PARE"
"48","Not ""fer"" ","AGIN"
"49","Worked with ","USED"
"50","___ Crunch ","CAPN"
"51","Place ","LIEU"
"52","Humble response to praise ","ITRY"
"53","Pick up ","LEARN"
"54","Felt under the weather ","AILED"
"55","Taints ","SOILS"
"56","Most of it nowadays is filtered ","SPAM"
"57","___ mortals ","MERE"
"58","Many an M.I.T. grad: Abbr. ","ENGR"
"59","U.S.A.F. rank ","SSGT"
"60","""Nana"" author ","ZOLA"
"61","Old oath ","EGADS"
"62","Sign of disuse ","RUST"
"63","Self-assurance ","APLOMB"
"64","Friend on ""Friends"" ","MONICA"
"65","Exquisite trinket ","BIJOU"
"66","Letter-shaped fastener ","UBOLT"
"67","Prepare to get shot? ","SMILE"
"68","Water holder ","EWER"
"69","Course on insects, for short ","ENTO"
"70","Fork-tailed flier ","TERN"
"71","""I smell ___"" ","ARAT"
"72","Left side ","PORT"
"73","""Only Time"" singer ","ENYA"
"74","Quick rest ","NAP"
"75","Bird in the ""Arabian Nights"" ","ROC"
