"","clues","answers"
"1","Arid Mongolian expanse ","GOBI"
"2","Forensics facility at Quantico, Va. ","FBILAB"
"3","Driver's guide, for short ","GPS"
"4","Mireille ___, co-star of AMC's ""The Killing"" ","ENOS"
"5","Yale, to alums ","OLDELI"
"6","Muscle worked by a kettlebell swing, informally ","LAT"
"7","""This is payback!"" ","NOWWEREEVEN"
"8","Manipulate ","USE"
"9","N.F.L. Hall-of-Famer Dawson ","LEN"
"10","""Hold your horses!"" ","WAIT"
"11","Cheese in a Greek salad ","FETA"
"12","Winning ","AHEAD"
"13","City that's home to the Anne Frank House ","AMSTERDAM"
"14","Teri of ""Mr. Mom"" ","GARR"
"15","___ punk (fusion genre with Jamaican rhythms) ","SKA"
"16","Toilette water ","EAU"
"17","Bit of firepit debris ","ASH"
"18","Bull with a horn, informally ","RHINO"
"19","""Silence!"" ","ZIPIT"
"20","The Thinker and others ","STATUES"
"21","German bacteriologist who lent his name to a kind of dish ","PETRI"
"22","""Ripped""  ","SWOLE"
"23","Destination on a fast-food lover's bucket list? ","KFC"
"24","""Knives Out"" actress de Armas ","ANA"
"25","Self-description for many an expert hobbyist ","GEEK"
"26","Desk item that's shaken ","SNOWGLOBE"
"27","Linger ","TARRY"
"28","Countess's counterpart ","EARL"
"29","Actress Bonet ","LISA"
"30","Fright ___ (gag item) ","WIG"
"31","Instant … hinted at four times in this puzzle's circled letters ","SPLITSECOND"
"32","Señora Perón ","EVA"
"33","Grimm sister ","GRETEL"
"34","Kylo ___ of ""Star Wars"" ","REN"
"35","Bullfighter ","TORERO"
"36","CPR specialists ","EMTS"
"37","___-X ","GEN"
"38","The Yoko of ""Oh Yoko!"" ","ONO"
"39","Headgear for Laurel or Hardy ","BOWLERHAT"
"40","""Cross my heart!"" ","ISWEAR"
"41","Jump ___ joy ","FOR"
"42","Displayed affection from across the room, say ","BLEWAKISS"
"43","He's got notions ","IDEAMAN"
"44","Some jeans ","LEVIS"
"45","Small building wing ","ALETTE"
"46","Container for recycling ","BIN"
"47","Stuck together, in a way ","GLUED"
"48","Spaghetti, e.g. ","PASTA"
"49","Emission from a whistling kettle ","STEAM"
"50","Bitter ___ ","END"
"51","Peach or persimmon ","FRUIT"
"52","Audibly astonished ","AGASP"
"53","Undue hurry ","HASTE"
"54","""___ Drives Me Crazy"" (Fine Young Cannibals hit) ","SHE"
"55","Having misgivings about ","RUING"
"56","Shoe insert ","ODOREATER"
"57","Part of a house that might have a full house ","POKERROOM"
"58","Surmise ","INFER"
"59","Exhibiting poor taste ","TACKY"
"60","Big drag on a fishing expedition? ","TRAWL"
"61","In the style of ","ALA"
"62","Place to get a cookie, maybe ","WEBSITE"
"63","Yearly honor awarded for each N.F.L. position ","ALLPRO"
"64","Lacking grace and refinement ","GAUCHE"
"65","Ninja turtle hangout ","SEWER"
"66","Unwise to the ways of the world ","NAIVE"
"67","Hymn player ","ORGAN"
"68","Edmonton athlete ","OILER"
"69","Piggy, in a nursery rhyme ","TOE"
"70","Pepper or Friday: Abbr. ","SGT"
"71","___-mo ","SLO"
"72","Bolt's counterpart ","NUT"
"73","A.M.A. members: Abbr. ","DRS"
