"","clues","answers"
"1","Midday ","TWELVE"
"2","The Emerald Isle ","ERIN"
"3","Bring home ","NET"
"4","Superficial appearance ","VENEER"
"5","Not occurring naturally ","MADE"
"6","Tulsa sch. ","ORU"
"7","DAM ","MADSCRAMBLE"
"8","Car coat ","WAX"
"9","Most-wanted group ","ALIST"
"10","Tony winner Neuwirth ","BEBE"
"11","Zap, in a way ","TASE"
"12","Prefix with -phyte ","NEO"
"13","FIRED ","STIRFRIED"
"14","Reds, blacks, evens or odds, in roulette ","WAGERS"
"15","Perform better than ","OUTDO"
"16","Bird that can hardly get off the ground ","EMU"
"17","Encomium ","TRIBUTE"
"18","PARBOIL ","BIPOLARDISORDER"
"19","Place for taps ","BARROOM"
"20","Praise-filled poem ","ODE"
"21","Result of tears on makeup ","SMEAR"
"22","Device for spraying paint ","AIRGUN"
"23","STREAM ","MIXMASTER"
"24","Machu Picchu builder ","INCA"
"25","Headlight? ","HALO"
"26","One putting money on the table ","PAYER"
"27","Something thrown to see who goes first ","DIE"
"28","LYDIA ","DAILYJUMBLE"
"29","Red state grp. ","GOP"
"30","Upscale hotel chain ","OMNI"
"31","Opposite of keyed up ","ATEASE"
"32","Suffix with differ ","ENT"
"33","Spritzes, e.g. ","WETS"
"34","Tightly fixed ","WEDGED"
"35","""Orange Is the New Black"" rating ","TVMA"
"36","Prosperity ","WEAL"
"37","Turning out ","ENDINGUP"
"38","Tenant ","LESSEE"
"39","Airplane course ","VECTOR"
"40","Bungle ","ERR"
"41","___ Brickowski, protagonist of ""The Lego Movie"" ","EMMET"
"42","One of three people walking into a bar, in a joke ","RABBI"
"43","Do-nothing ","IDLER"
"44","Laura Bush ___ Welch ","NEE"
"45","""Hold on, don't go yet!"" ","NOWAIT"
"46","Removed from memory ","ERASED"
"47","Dressy rental ","TUXEDO"
"48","Muscles used in a Russian twist, for short ","ABS"
"49","""___ words have never been spoken"" ","TRUER"
"50","Pic ","FOTO"
"51","Kind of developer ","WEB"
"52","""Where ___?"" ","AMI"
"53","Luminary ","STAR"
"54","Basics of school learning, in brief ","RRR"
"55","When sung five times, an Abba hit ","IDO"
"56","High school science class, informally ","BIO"
"57","Institute signed into existence by Thos. Jefferson ","USMA"
"58","Doctor Zhivago's love ","LARA"
"59","Request at the end of a meal, maybe ","DOGGYBAG"
"60","Stimpy's TV pal ","REN"
"61","Iota ","SMIDGE"
"62","Underling ","MINION"
"63","Apart from ","EXCEPT"
"64","Attribute ","IMPUTE"
"65","Didn't just criticize ","REAMED"
"66","Guilty feeling ","SHAME"
"67","Corrupt ","TAINT"
"68","New York Bay's ___ Island ","ELLIS"
"69","Mr. Rogers ","ROY"
"70","""What ___ is there?"" ","ELSE"
"71","Bassoon part ","REED"
"72","Chemical company that merged with DuPont ","DOW"
"73","Giant part of a T. rex skeleton ","JAW"
