"","clues","answers"
"1","Org. whose annual budget is classified information ","NSA"
"2","Establishes ","CREATES"
"3","Part of T.G.I.F. ","ITS"
"4","Parrot ","APE"
"5","Pottery whose high iron content gives it a distinctive hue ","REDWARE"
"6","Cry heard at Moe's bar ","DOH"
"7","""Hee Haw,"" for one ","VARIETYSHOW"
"8","Lennon reportedly described her as looking like ""a bloke in drag"" ","ONO"
"9","Attended to pressing matters? ","IRONED"
"10","Thought ","IDEATED"
"11","Classroom array ","DESKS"
"12","Noted Irish crystal ","WATERFORD"
"13","""___ does not surpass nature, but only brings it to perfection"": Cervantes ","ART"
"14","Hägar's daughter in the comics ","HONI"
"15","Looking up ","ROSY"
"16","Mass exodus of a sort ","DIASPORA"
"17","Air safety org. ","FAA"
"18","Cabinet dept. ","AGR"
"19","Wife of Orpheus ","EURYDICE"
"20","One in a prompt box ","CUER"
"21","""Hey ... over here!"" ","PSST"
"22","Capital of Australia: Abbr. ","DOL"
"23","Physician with a D.O. degree ","OSTEOPATH"
"24","Come from behind ","RALLY"
"25","Mason's creator ","GARDNER"
"26","Targets of some animal rights activists ","RODEOS"
"27","Supermarket inits. ","IGA"
"28","""When a Man Loves a Woman"" singer ","PERCYSLEDGE"
"29","Pal of Marshall, Lily, Robin and Barney on ""How I Met Your Mother"" ","TED"
"30","""Got one's money's worth"" at the smorgasbord ","OVERATE"
"31","One-eighty ","UIE"
"32","Sugar suffix ","OSE"
"33","Tiresome ","TEDIOUS"
"34","Old IBM products ","PCS"
"35","""Feliz ___"" ","NAVIDAD"
"36","Rack unit ","SPARERIB"
"37","Ford's first minivan ","AEROSTAR"
"38","Ontario natives ","CREES"
"39","Like the SST fleet: Abbr. ","RETD"
"40","Big name in the freezer aisle ","EDY"
"41","Reactions to puppies ","AWS"
"42","Faa'a International Airport location ","TAHITI"
"43","Undermine ","ERODE"
"44","""Ratatouille"" setting ","SEWER"
"45","""Likewise"" ","IDOTOO"
"46","Laser printer supplies ","TONERS"
"47","Poorly made ","SHODDY"
"48","Sign ","INK"
"49","Lily-livered ","AFRAID"
"50","Threadbare ","WORN"
"51","One of four in ""'Twas the night before Christmas, when all through the house"" ","ANAPEST"
"52","Earth mover ","HOER"
"53","Rode a thermal current ","SOARED"
"54","U.P.S. delivery: Abbr. ","PKG"
"55","Old fur trader's locale ","FORT"
"56","Actress Adams ","AMY"
"57","Thrill ","RUSH"
"58","Approached furtively ","SIDLEDUP"
"59","Environment-related ","ECOLOGIC"
"60","Champs-___ ","ELYSEES"
"61","Start of a line ending in a sum? ","COGITO"
"62","Linguists' concerns ","USAGES"
"63","Brokerage firm with talking baby ads ","ETRADE"
"64","Doped up, in a way ","ONPOT"
"65","Pet ___ ","PEEVE"
"66","Cameos, e.g. ","ROLES"
"67","""Fables in Slang"" humorist George ","ADE"
"68","Queue after Q ","RSTU"
"69","Dernier ___ ","CRI"
"70","Ming of the N.B.A. ","YAO"
