"","clues","answers"
"1","Pandora's release ","EVILS"
"2","""The Man Who Came to Dinner"" playwright ","HART"
"3","Pointed criticisms ","JABS"
"4","Alice's cat in ""Alice in Wonderland"" ","DINAH"
"5","Blue Bonnet product ","OLEO"
"6","Scope ","AREA"
"7","""See if ___!"" ","ICARE"
"8","Flip ","TOSS"
"9","Appearance ","MIEN"
"10","San Francisco site ","CANDLESTICKPARK"
"11","Bridge support ","TRESTLE"
"12","""Red Roses for a Blue Lady"" singer ","DANA"
"13","That, in Tijuana ","ESA"
"14","Euripides tragedy ","ELECTRA"
"15","Milieu for Edith Piaf ","CABARET"
"16","Search for ","SEEKOUT"
"17","Corporate name in chemicals ","OLIN"
"18","Welland Canal terminus ","ERIE"
"19","Evening event ","MOONSET"
"20","Performed badly ","MISDONE"
"21","Have some faith ","BELIEVE"
"22","Prince Valiant's firstborn ","ARN"
"23","Lasting introduction ","EVER"
"24","Where Athens is ","GEORGIA"
"25","San Francisco site ","FISHERMANSWHARF"
"26","Flash ","IDEA"
"27","Gaelic Ireland ","EIRE"
"28","Future star ","COMER"
"29","Israeli airline ","ELAL"
"30","Editor's notation ","STET"
"31","Hersey locale ","ADANO"
"32","Kind of swoop ","FELL"
"33","Miss Trueheart ","TESS"
"34","Ernie and others ","PYLES"
"35","Word from on high ","EDICT"
"36","Wakefield V.I.P ","VICAR"
"37","Absurd ","INANE"
"38","Greases up ","LARDS"
"39","Protection ","SHELTER"
"40","Grilling site ","HOTSEAT"
"41","Oceans ","ALOT"
"42","Lives ","RESIDES"
"43","Proportional ","TOSCALE"
"44","Crowded ","JAMPACKED"
"45","___ da capo ","ARIA"
"46","It may have a head but not a tail ","BEER"
"47","Sent to the bottom ","SANK"
"48","Ultimatum word ","ELSE"
"49","Patella's place ","KNEE"
"50","One who sees red? ","TORO"
"51","Devastation ","RUIN"
"52","Suit to___ ","ATEE"
"53","Hair raiser, perhaps ","COMB"
"54","Shampoo ingredient ","ALOE"
"55","Sci. course ","BIOL"
"56","Golfer Ballesteros ","SEVE"
"57","Hillary's conquest ","EVEREST"
"58","Home wrecker ","TERMITE"
"59","Refrigerator decorators ","MAGNETS"
"60","Furies ","IRES"
"61","Rainier cover? ","SNOWCAP"
"62","Aunt of song ","RHODY"
"63","___Abdel Nasser ","GAMAL"
"64","Peace goddess ","IRENE"
"65","Where esnes slaved ","FIEF"
"66","Unoccupied ","IDLE"
"67","Imprimatur ","SEAL"
"68","War god ","ARES"
