"","clues","answers"
"1","Air piece? ","BBGUN"
"2","Shrugs, maybe ","HASNOIDEA"
"3","Take it as a sign ","PULSE"
"4","Decorative moldings ","OGEES"
"5","Coot ","OLDGEEZER"
"6","Johnny-jump-up, e.g. ","PANSY"
"7","Nude medium, often ","OIL"
"8","Really ","EVERSO"
"9","Area map ","PLAT"
"10","___ d'âme (moods: Fr.) ","ETATS"
"11","Secures ","OBTAINS"
"12","She's no puritan ","JEZEBEL"
"13","Farm sounds ","BAAS"
"14","Station, e.g. ","AIRER"
"15","Repulsive ","ICKY"
"16","Get out of practice? ","DISBAR"
"17","Sportscaster Nahan with a star on the Hollywood Walk of Fame ","STU"
"18","Keel extension ","SKEG"
"19","Unrefined type ","OAF"
"20","Key setting ","OCEAN"
"21","Like eggheads ","BOOKSMART"
"22","Stockholder's group? ","HERD"
"23","Universal work ","MOVIE"
"24","Hack, say ","BREAKINTO"
"25","Nonstop ","ONEND"
"26","Evidence of having worn thongs ","SANDALTAN"
"27","Little ones are calves ","BERGS"
"28","Player of many a tough guy ","STALLONE"
"29","Bach contemporary ","RAMEAU"
"30","Onetime pop star who hosted ""Pyramid"" ","OSMOND"
"31","First name in erotica ","ANAIS"
"32","Fortune subjects: Abbr. ","COS"
"33","Stalin defier ","TITO"
"34","Stargazer's focus? ","IDOL"
"35","Street fair lineup ","VENDORS"
"36","Lodge org. ","BPOE"
"37","Fryer seen at a cookout? ","BUGZAPPER"
"38","Harvard has an all-male one ","GLEECLUB"
"39","Creation for many an account ","USERNAME"
"40","Super Mario Bros. runner ","NES"
"41","Backing ","AEGIS"
"42","___ rating (chess skill-level measure) ","ELO"
"43","So-far-undiscovered one ","YETI"
"44","Name-dropper's abbr.? ","ETAL"
"45","Aid in making one's move? ","VAN"
"46","So-far-undiscovered ones, briefly ","ETS"
"47","Like a type B ","EASYGOING"
"48","Geishas often draw them ","OBIS"
"49","Wimp's lack ","BACKBONE"
"50","Wrest the reins ","TAKEOVER"
"51","Crane arm ","JIB"
"52","Ace's stat ","ERA"
"53","Open love? ","ZERO"
"54","To the degree that ","ASFARAS"
"55","What mops may be made into ","DOS"
"56","Feet with rhythm ","IAMBS"
"57","Dealt with ","SEENTO"
"58","Abercrombie design ","TARTAN"
"59","Brought to ruin ","UNDONE"
"60","Kick back ","CHILL"
"61","Ripped ","RENT"
"62","Drumroll follower ","TADA"
"63","Group with family units ","MOB"
"64","Actor Penn of ""Van Wilder"" ","KAL"
