"","clues","answers"
"1","Mary Stuart, for one ","SCOT"
"2","Taiwan-based computer giant ","ACER"
"3","Secretly watched ","SPIED"
"4","Tea made with milk, sugar and cardamom ","CHAI"
"5","Rob of ""Parks and Recreation"" ","LOWE"
"6","Attacked with a spray ","MACED"
"7","Engaged in foul play ","HITBELOWTHEBELT"
"8","Burnt ___ (old Crayola color) ","UMBER"
"9","Some batteries ","AAAS"
"10","One engaged in friendly contention ","SPARRINGPARTNER"
"11","Lith., e.g., once ","SSR"
"12","Hands (out) ","DOLES"
"13","""___ che macchiavi quell'anima"" (aria opener) ","ERITU"
"14","Invalidate ","ANNUL"
"15","""Oh, now they're really going to fight!"" ","THEGLOVESAREOFF"
"16","Puts up on a gallery wall ","HANGS"
"17","Colorful spring flower ","PANSY"
"18","A.B.A. member: Abbr. ","ATT"
"19","Stand in a mall ","KIOSK"
"20","HBO competitor ","TMC"
"21","Cry ""Uncle!"" ","THROWINTHETOWEL"
"22","Veg out ","LOLL"
"23","___ Gay (historic plane) ","ENOLA"
"24","Hold back ","PULLONESPUNCHES"
"25","Elude ","AVOID"
"26","Gangster ","THUG"
"27","Turnabouts, informally ","UIES"
"28","Evasive ","CAGEY"
"29","Actor Rogen ","SETH"
"30","Crafty website ","ETSY"
"31","Straight downhill ski run ","SCHUSS"
"32","Some early ""astronauts"" ","CHIMPS"
"33","Granola treat ","OATBAR"
"34","River of Tuscany ","TIBER"
"35","Nothing but ","ALL"
"36","Corp. manager ","COO"
"37","""Oh, gross!"" ","EWW"
"38","Do over for radio, say ","RETAPE"
"39","___ campaign ","SMEAR"
"40","Knock off ","ICE"
"41","What has a long history in ichthyology? ","EEL"
"42","E.P.A.-banned pesticide ","DDT"
"43","Slip up ","ERR"
"44","Nine-time P.G.A. Tour winner Jay ","HAAS"
"45","Individual: Prefix ","IDIO"
"46","Timeout alternative ","NOTV"
"47","Receptacle for one doing decoupage ","GLUEPOT"
"48","Smaller than micro- ","NANO"
"49","Ample, informally ","ENUF"
"50","Deeply massage ","ROLF"
"51","Meringue ingredient ","EGG"
"52","""Kidnapped"" author's monogram ","RLS"
"53","""___ gratia artis"" ","ARS"
"54","Napoleon's marshal ","NEY"
"55","""Take ___!"" ","THAT"
"56","Possesses, biblically ","HATH"
"57","___'acte ","ENTR"
"58","Pageant wear ","SASH"
"59","Tennis great Huber ","ANKE"
"60","Drying oven ","KILN"
"61","Coves ","INLETS"
"62","Like a really good game for a pitcher, say ","TWOHIT"
"63","Brawls ","MELEES"
"64","Stylish and sophisticated ","CLASSY"
"65","Skateboarding jump ","OLLIE"
"66","Forested ","WOODY"
"67","Full complement of limbs on a squid ","TEN"
"68","Exactly as scheduled ","ONCUE"
"69","School founded by Thos. Jefferson ","UVA"
"70","Make a record of ","LOG"
"71","Gender-neutral pronoun spelled with a slash between the first and second letters ","SHE"
"72","Wager ","PUT"
"73","""Yuck!"" ","UGH"
