"","clues","answers"
"1","Nick and Nora's terrier ","ASTA"
"2","Blood donation unit ","PINT"
"3","Tiara inset ","JEWEL"
"4","Nobelist Niels ","BOHR"
"5","Jackass's sound ","BRAY"
"6","Skybox site ","ARENA"
"7","Something to play at a casino ","BLACKJACK"
"8","Word-processing command ","PRINT"
"9","Holy Roman emperor dubbed ""the Great"" ","OTTOI"
"10","Wife of Zeus ","HERA"
"11","Same old same old, as at work ","RUT"
"12","""'Tain't"" retort ","TIS"
"13","Pips ","SPOTSONADIE"
"14","Performed microsurgery on, perhaps ","LASED"
"15","President pro ___ ","TEM"
"16","Two twos, say ","PAIR"
"17","Willing, old-style ","LIEF"
"18","Kama ___ ","SUTRA"
"19","Jack Barry once hosted a rigged one ","FIFTIESGAMESHOW"
"20","Nicene ___ ","CREED"
"21","Carryall ","TOTE"
"22","Predatory seabird ","ERNE"
"23","Barbecue item ","RIB"
"24","Jumper cable connection ","ANODE"
"25","Place for Manhattanites to drink and dance ","NEWYORKCLUB"
"26","Soufflé ingredient ","EGG"
"27","Tailless simian ","APE"
"28","The Magi, e.g. ","TRIO"
"29","Get by logic ","INFER"
"30","Paparazzo's target, briefly ","CELEB"
"31","So old it's new again ","RETRO"
"32","Architect Saarinen ","EERO"
"33","Revealing skirt feature ","SLIT"
"34","British earldom ","ESSEX"
"35","""Phooey!"" ","DRAT"
"36","Falco of ""Nurse Jackie"" ","EDIE"
"37","Monk's superior ","ABBOT"
"38","Conductor Sir Georg ","SOLTI"
"39","""Win some, lose some"" ","THATSLIFE"
"40","Western U.S. oil giant ","ARCO"
"41","Brown-bagger's sandwich, for short ","PBJ"
"42","Often rolled-over investment, for short ","IRA"
"43","After-dark time in Germany ","NACHT"
"44","Rug rats ","TYKES"
"45","Like most sumo wrestlers ","JAPANESE"
"46","Miss a cue, say ","ERR"
"47","Off-the-wall ","WEIRD"
"48","The blahs ","ENNUI"
"49","Coffee shop order ","LATTE"
"50","X, on a greeting card ","KISS"
"51","""Baloney!"" ","ROT"
"52","Brazilian soccer hero ","PELE"
"53","Keats or Wordsworth ","ODIST"
"54","""We are not ___"": Queen Victoria ","AMUSED"
"55","Main line ","ARTERY"
"56","U.S.M.C. enlistee ","PFC"
"57","Hang on a clothesline ","AIR"
"58","Freudian concept ","EGO"
"59","Causing ruin ","FATAL"
"60","Potter pal Weasley ","RON"
"61","Leave dumbstruck ","AWE"
"62","Boob tube ","IDIOTBOX"
"63","It might end with ""Beverages"" ","MENU"
"64","""It's c-c-cold!"" ","BRR"
"65","Article often bordered in black ","OBIT"
"66","Mother-of-pearl ","NACRE"
"67","Blunted blades ","EPEES"
"68","Evidence of a caning ","WELTS"
"69","Passed illegally, as a check ","KITED"
"70","Shrink in fear ","COWER"
"71","Wish granters ","GENII"
"72","Late marathoner Waitz ","GRETE"
"73","Big Board initials ","NYSE"
"74","Bard's ""before"" ","ERE"
"75","NOW political cause, once ","ERA"
"76","""Just kidding!"" ","NOT"
