"","clues","answers"
"1","Conspiracy ","CABAL"
"2","Thundering ","AROAR"
"3","Quipster ","WAG"
"4","Diminish ","ABATE"
"5","Stir up, in a way ","GOOSE"
"6","Billy Joel's ""___ to Extremes"" ","IGO"
"7","Limited group? ","PARTNERSHIP"
"8","Oriental absolute ","TAO"
"9","Kind of steel ","STAINLESS"
"10","Undercover operative ","MOLE"
"11","""Frasier"" character ","DAPHNE"
"12","Communion dishes ","PATENS"
"13","Like TV's Jaime Sommers ","BIONIC"
"14","Nile bird ","IBIS"
"15","Academy student ","CADET"
"16","Prearrange ","RIG"
"17","Suede feature ","NAP"
"18","Straw hats ","BOATERS"
"19","Part of a name on a menu ","ALA"
"20","Surprising ""gift"" ","ESP"
"21","This comes in as March goes out ","ARIES"
"22","Quite some distance off ","AFAR"
"23","Gofer's assignment ","ERRAND"
"24","Joan of Arc, e.g. ","MARTYR"
"25","Salon treatment ","FACIAL"
"26","Figures ","DATA"
"27","Gentle as ___ ","ALAMB"
"28","Unexpected ","STARTLING"
"29","Malaysian export ","TIN"
"30","Vein ","BLOODVESSEL"
"31","""The Island of the Day Before"" author ","ECO"
"32","Broadcast ","AIRED"
"33","Bristles ","SETAE"
"34","Consult ","SEE"
"35","Unkempt ","SEEDY"
"36","Discernment ","TASTE"
"37","Stadium souvenirs ","CAPS"
"38","Blind as ___ ","ABAT"
"39","Theda the vamp ","BARA"
"40","Now and then ","ATTIMES"
"41","Inaugural Rock and Roll Hall of Fame inductee ","LENNON"
"42","Jibe ","AGREE"
"43","Flagwoman? ","ROSS"
"44","Circus cries ","OOHS"
"45","Elvis's ""A Fool Such ___"" ","ASI"
"46","Moves in the garden ","REPLANTS"
"47","Sorcery ","WITCHCRAFT"
"48","""Not ___!"" ","AGAIN"
"49","Former Philly mayor Wilson ___ ","GOODE"
"50","Right-angle joints ","ELLS"
"51","News inits. ","UPI"
"52","Activist ","DOER"
"53","Loblolly, e.g. ","PINE"
"54","Down with: Fr. ","ABAS"
"55","Harrison sobriquet ","TIPPECANOE"
"56","Like some breath ","BATED"
"57","Time to beware ","IDES"
"58","""The Postman Always Rings Twice"" author ","CAIN"
"59","""Now ___ me down..."" ","ILAY"
"60","Actress who played Tootsie's tootsie ","GARR"
"61","One whom Pilate pardoned ","BARABBAS"
"62","Kind of history ","ORAL"
"63","Uzbek lake ","ARALSEA"
"64","Hoops target ","RIM"
"65","Sportscaster Albert ","MARV"
"66","Bear witness ","ATTEST"
"67","Clotho and Lachesis ","FATES"
"68","Author Walker ","ALICE"
"69","To whom ""my heart belongs"" ","DADDY"
"70","Resentful ","SORE"
"71","Pigeon-___ ","TOED"
"72","Political suffixes ","ISTS"
"73","Spiffy ","NEAT"
"74","Jubilation ","GLEE"
"75","Golfer's concern ","LIE"
