"","clues","answers"
"1","Chew (on) ","GNAW"
"2","Busch Gardens locale ","TAMPA"
"3","Italian wine region ","ASTI"
"4","First female U.S. Attorney General ","RENO"
"5","Provide (with) ","EQUIP"
"6","Descriptive dog name ","SPOT"
"7","On ___ (proceeding independently) ","AUTO"
"8","Makeshift punishment tool ","RULER"
"9","Utters ","SAYS"
"10","You can't withdraw from them ","FROZENACCOUNTS"
"11","Singer Tucker ","TANYA"
"12","Cluckers ","HENS"
"13","Indian from whom a state name is derived ","UTE"
"14","Weaselly ","SLY"
"15","W.W. II fliers ","RAF"
"16","Anchor man? ","SAILOR"
"17","Receiver of blood samples ","DNALAB"
"18","Actress Theda ","BARA"
"19","Wide-awake and ready to go ","FRESHASADAISY"
"20","Advertising catchword ","FREE"
"21","Hurts like heck ","THROBS"
"22","Persian Gulf capital ","TEHRAN"
"23","""That's show ___!"" ","BIZ"
"24","Many girls' middle names ","JOS"
"25","Dallas-to-Houston dir. ","SSE"
"26","House votes ","YEAS"
"27","In ___ (not yet born) ","UTERO"
"28","Sitcom feature ","CANNEDLAUGHTER"
"29","Corrida animal ","TORO"
"30","Campus V.I.P.'s ","DEANS"
"31","Manhattan, e.g. ","ISLE"
"32","It's kept close to the chest ","VEST"
"33","Touches ground ","LANDS"
"34","Costner role ","NESS"
"35","Cruising ","ASEA"
"36","""Enigma Variations"" composer ","ELGAR"
"37","Editor's mark ","STET"
"38","Transplants ","GRAFTS"
"39","Kind of network ","NEURAL"
"40","""I come to bury Caesar, not to praise him"" speaker ","ANTONY"
"41","Lightheaded ","WOOZY"
"42","Relative of a gull ","TERN"
"43","Pastel hue ","AQUA"
"44","Ground cover ","MULCH"
"45","Factor ","PIECE"
"46","Stringed items ","APRONS"
"47","Part of N.A.A.C.P.: Abbr. ","ASSN"
"48","Pancake flippers ","SPATULAS"
"49","Hit film that included Mr. Potato Head ","TOYSTORY"
"50","Takes in ","EARNS"
"51","Olympic stadium cry ","USA"
"52","""What a relief!"" ","AAH"
"53","Like a pancake ","FLAT"
"54","Egyptian art figure ","IBIS"
"55","Indian prey ","DEER"
"56","Tray filler ","ASH"
"57","Cutting remark ","BARB"
"58","Some works by Michelangelo ","FRESCOES"
"59","Run through ","REHEARSE"
"60","""___ have any say in the matter?"" ","DOI"
"61","Feminist Bella ","ABZUG"
"62","Frontier locales: Abbr. ","FTS"
"63","Author Rand ","AYN"
"64","Razz ","NEEDLE"
"65","High-flying clique ","JETSET"
"66","Words intended to scare ","ORELSE"
"67","Most achy ","SOREST"
"68","Like ""hot-diggity"" ","SLANG"
"69","Wheat crackers ","THINS"
"70","___ bene ","NOTA"
"71","Forever-day connector ","ANDA"
"72","Cold war inits. ","USSR"
