"","clues","answers"
"1","Part of the leg between the knee and ankle ","SHIN"
"2","Certain athletic honorees, for short ","MVPS"
"3","Lodging near a highway interchange ","MOTEL"
"4","Crazy, in Cancún ","LOCO"
"5","Strap attached to a horse's bit ","REIN"
"6","Proverbial saying ","ADAGE"
"7","Enthusiastic ","AVID"
"8","Crumbly salad cheese ","FETA"
"9","Karate studios ","DOJOS"
"10","Dinosaur whose name means ""swift seizer"" ","VELOCIRAPTOR"
"11","Sneaky devil ","SLYFOX"
"12","Cause for a confession ","SIN"
"13","To the ___ degree ","NTH"
"14","Impose (upon) ","FOIST"
"15","Bonus performance ","ENCORE"
"16","Total pro ","ACE"
"17","Dinosaur whose name means ""winged finger"" ","PTERODACTYL"
"18","Designer Chanel ","COCO"
"19","Fooled ","GOT"
"20","Indefinite quantity ","SOME"
"21","Dinosaur whose name means ""three-horned face"" ","TRICERATOPS"
"22","Barbie's beau ","KEN"
"23","Easter decorating need ","EGGDYE"
"24","Rip into bits ","SHRED"
"25","Insult, informally ","DIS"
"26","Prefix with genetics or Pen ","EPI"
"27","Go by, as time ","ELAPSE"
"28","Dinosaur whose name means ""thunder lizard"" ","BRONTOSAURUS"
"29","Sci. class for many future pre-meds ","APBIO"
"30","Jason's ship, in Greek myth ","ARGO"
"31","___ a move (start dancing) ","BUST"
"32","Gem from an oyster ","PEARL"
"33","Fully cooked, as steak ","WELL"
"34","Falco of ""Nurse Jackie"" ","EDIE"
"35","Letters on a gearshift ","PRNDL"
"36","Crossed (out) ","EXED"
"37","A buck or two? ","DEER"
"38","Many Balkan inhabitants ","SLAVS"
"39","Squalid dwelling ","HOVEL"
"40","In a standoffish manner ","ICILY"
"41","Fall asleep on the couch, perhaps ","NODOFF"
"42","Handy Andy, by another name ","MRFIXIT"
"43","Go off course suddenly ","VEER"
"44","Gyro bread ","PITA"
"45","Loses it ","SNAPS"
"46","One-named singer called the ""Queen of Pop"" ","MADONNA"
"47","Bad smell ","ODOR"
"48","___ Mahal ","TAJ"
"49","Narcissist's problem ","EGO"
"50","""___ Miz"" ","LES"
"51","Henhouse ","COOP"
"52","Unacceptable ","NOTOK"
"53","""I might, if you're willing to ask"" ","TRYME"
"54","___ of Troy ","HELEN"
"55","Genesis console maker ","SEGA"
"56","Steady equestrian gaits ","TROTS"
"57","Loops into an online convo ","CCS"
"58","Played a role ","ACTED"
"59","Buckingham Palace dog breed ","CORGI"
"60","Modern smokes ","ECIGS"
"61","Alternatively, in a text ","OTOH"
"62","Condition that may involve repetitive urges, for short ","OCD"
"63","Reaction of silent but obvious disapproval ","EYEROLL"
"64","Car at an auction, maybe ","REPO"
"65","Reserved for a select customer ","PRESOLD"
"66","Actress Ward ","SELA"
"67","Applied, as foundation or powder ","DAUBED"
"68","Filled with wonder ","INAWE"
"69","One who's easily shocked or scandalized ","PRUDE"
"70","Perfuming compound ","ESTER"
"71","Loon or dodo ","BIRD"
"72","""King"" of this puzzle? ","TREX"
"73","Rudely stare ","OGLE"
"74","Zoom, for one ","APP"
"75","The ""p"" of m.p.h. ","PER"
"76","Prohibit ","BAN"
