"","clues","answers"
"1","N.B.A.'s O'Neal, familiarly ","SHAQ"
"2","Nicklaus's org. ","PGA"
"3","Orbital point ","APSIS"
"4","Cape Canaveral grp. ","NASA"
"5","E.T. vehicles ","UFOS"
"6","The Beatles' ""You Won't ___"" ","SEEME"
"7","Santa checks it twice ","LIST"
"8","Popular adhesive ","SCOTCHTAPE"
"9","Facility ","EASE"
"10","Egg ___ yung ","FOO"
"11","And others: Abbr. ","ETAL"
"12","Canasta relative ","GINRUMMY"
"13","Cash register key ","NOSALE"
"14","___ trick (three goals) ","HAT"
"15","It kept a princess up ","PEA"
"16","Dallas player, for short ","MAV"
"17","Small island ","CAY"
"18","""Oh, ___ kind of guy..."" ","IMTHE"
"19","Score in horseshoes ","LEANER"
"20","New Orleans hot spot ","BOURBONSTREET"
"21","Edits ","EMENDS"
"22","Overindulgent parent, e.g. ","DOTER"
"23","""Meet the Press"" network ","NBC"
"24","Actress Sue ___ Langdon ","ANE"
"25","Feather source ","EMU"
"26","___-Magnon ","CRO"
"27","Conditioning, as leather ","OILING"
"28","Ham holder ","RYEBREAD"
"29","Golfer's pocketful ","TEES"
"30","Cool ___ cucumber ","ASA"
"31","Future atty.'s exam ","LSAT"
"32","Worst possible score ","ZERO"
"33","Role player ","ACTOR"
"34","Athlete with a statue in Richmond, Va. ","ASHE"
"35","Hydrox rival ","OREO"
"36","Villa ___ (Italian site) ","DESTE"
"37","Hair goo ","GEL"
"38","Highway entrance ","RAMP"
"39","""Bali ___"" ","HAI"
"40","O.K. ","ASSENTTO"
"41","Persian Gulf nation ","QATAR"
"42","Disney star ","GOOFY"
"43","Regarding ","ASTO"
"44","Campfire remnant ","ASH"
"45","""For ___ sake!"" ","PETES"
"46","Washington State airport ","SEATAC"
"47","Relative of a gazelle ","IMPALA"
"48","Old vaudeville actress Blossom ","SEELEY"
"49","Longtime Harvard president James Bryant ___ ","CONANT"
"50","Poetic foot ","IAMB"
"51","""Cheers"" bar owner Sam ","MALONE"
"52","Recording studio add-ins ","OVERDUBS"
"53","Raymond of ""East of Eden"" ","MASSEY"
"54","Shade ","HUE"
"55","Tackle's neighbor ","END"
"56","Custom Royale of old autodom ","REO"
"57","Popular pain relief cream ","BENGAY"
"58","And so on ","ETCETERA"
"59","Trillion: Prefix ","TERA"
"60","Engine part ","ROD"
"61","So-so ","NOTBAD"
"62","Writer Ambrose ","BIERCE"
"63","Footballer's footwear ","CLEATS"
"64","Free-for-all ","MELEE"
"65","""Once ___ Enough"" ","ISNOT"
"66","Pay boost ","RAISE"
"67","Shadow eliminator? ","RAZOR"
"68","Booty ","SWAG"
"69","Rap's Dr. ___ ","DRE"
"70","Devils' org. ","NHL"
"71","Dream period, for short ","REM"
"72","Alley ___ ","OOP"
